object_probs,left,top,right,bottom
motorbike 0.87316,751,519,822,595
motorbike 0.75312,967,400,1008,458
motorbike 0.68892,864,288,903,325
motorbike 0.66810,1056,413,1078,459
motorbike 0.56683,553,290,584,315
person 0.85286 motorbike 0.54575,1031,329,1061,369
motorbike 0.53862,214,311,237,341
motorbike 0.53144,966,287,1003,319
motorbike 0.50392,968,430,1002,463
car 0.81172,336,262,387,293
person 0.96582,969,382,1006,446
person 0.89497,367,651,437,719
person 0.83704,756,487,807,578
person 0.82227,1055,377,1079,451
person 0.81116,557,272,579,305
