object_probs,left,top,right,bottom
motorbike 0.86591,822,475,884,555
motorbike 0.82620,451,627,599,715
motorbike 0.75345,997,380,1033,439
motorbike 0.71801,1069,328,1078,364
motorbike 0.60158,210,311,233,336
motorbike 0.59822,908,288,944,324
motorbike 0.58971,581,289,614,316
motorbike 0.57971,996,406,1029,445
car 0.89657,338,264,387,294
person 0.93273,210,294,233,331
person 0.89668,997,367,1033,427
person 0.86383,826,451,882,541
person 0.60768,502,620,596,709
person 0.59314,1069,305,1079,356
person 0.57846,588,273,611,312
