object_probs,left,top,right,bottom
motorbike 0.97656,557,312,588,341
motorbike 0.90645,850,369,911,417
motorbike 0.90250,931,434,1015,503
motorbike 0.86894,725,350,762,388
motorbike 0.86372,622,332,660,366
motorbike 0.69467,263,419,299,483
motorbike 0.59043,271,450,300,487
person 0.53953 motorbike 0.52631,277,292,297,323
car 0.97087,809,285,941,339
car 0.86847,196,264,242,300
car 0.81880,356,257,419,306
car 0.54227,198,261,232,282
person 0.89588,260,406,296,467
person 0.84163,155,475,201,548
person 0.83560,944,399,992,471
person 0.83272,725,326,764,381
person 0.83010,854,346,902,402
person 0.80298,558,299,584,322
person 0.69470,622,307,660,360
person 0.56729,849,354,877,385
