object_probs,left,top,right,bottom
motorbike 0.83824,556,287,586,317
motorbike 0.80149,993,368,1019,403
motorbike 0.74542,824,464,873,522
motorbike 0.73744,766,422,819,481
person 0.71542 motorbike 0.73463,489,272,513,305
motorbike 0.65979,1051,334,1078,402
motorbike 0.64903,681,528,759,622
motorbike 0.59595,202,461,244,525
motorbike 0.57749,1058,366,1078,405
motorbike 0.56027,911,383,952,440
motorbike 0.53207,913,408,946,445
car 0.70142,303,249,344,274
person 0.90589,824,428,874,515
person 0.80856,557,274,584,310
person 0.78782,991,340,1025,399
person 0.78225,200,443,238,507
person 0.74197,904,338,944,395
person 0.73852,769,403,818,466
person 0.73502,916,379,958,440
person 0.69515,270,614,321,710
person 0.65667,1050,320,1078,387
person 0.58015,680,519,755,631
person 0.54615,906,338,938,369
