object_probs,left,top,right,bottom
motorbike 0.91702,561,516,635,599
motorbike 0.89419,799,419,843,477
motorbike 0.81258,907,392,946,427
motorbike 0.80605,501,645,595,719
motorbike 0.78401,1018,348,1044,390
motorbike 0.77162,842,454,914,532
motorbike 0.76565,400,255,415,277
motorbike 0.75648,970,413,1010,453
motorbike 0.74554,1066,328,1078,364
motorbike 0.69868,993,330,1023,365
motorbike 0.64957,855,486,904,541
motorbike 0.58615,552,287,581,315
car 0.64494,312,247,358,277
person 0.96956,973,380,1012,442
person 0.94825,905,362,946,418
person 0.85527,858,434,907,523
person 0.84589,841,410,881,465
person 0.79427,552,276,579,310
person 0.74781,990,309,1020,352
person 0.74653,799,399,841,470
person 0.73912,511,608,583,678
person 0.55740,246,383,279,449
person 0.52754,803,396,835,432
person 0.51740,908,359,938,386
