object_probs,left,top,right,bottom
motorbike 0.88037,417,631,558,719
person 0.82746 motorbike 0.85313,478,270,497,300
motorbike 0.84492,232,330,259,370
motorbike 0.80372,898,378,943,432
motorbike 0.78010,851,449,902,537
person 0.61465 motorbike 0.71386,736,289,774,326
person 0.64356 motorbike 0.69102,1018,331,1046,371
motorbike 0.61723,844,290,888,327
motorbike 0.60544,908,471,966,558
motorbike 0.56017,1057,388,1077,425
car 0.90771,121,568,438,714
car 0.79339,336,257,376,288
person 0.94482,909,445,964,544
person 0.90394,855,439,900,515
person 0.75042,901,364,942,424
person 0.61933,1060,363,1079,414
person 0.55136,907,358,934,384
