object_probs,left,top,right,bottom
truck 0.86571,666,418,868,567
truck 0.55057,232,253,300,319
motorbike 0.92759,466,572,552,697
motorbike 0.92016,395,271,420,300
motorbike 0.86153,987,441,1030,499
motorbike 0.81891,544,639,640,719
motorbike 0.66716,1034,357,1068,418
motorbike 0.55613,377,669,474,719
car 0.97474,106,478,344,648
car 0.84195,313,246,375,292
person 0.86358,375,650,449,719
person 0.86112,988,407,1030,470
person 0.72483,460,515,547,599
person 0.55552,801,387,836,426
person 0.50595,1039,354,1065,391
