object_probs,left,top,right,bottom
motorbike 0.94738,427,533,516,624
motorbike 0.92941,613,556,686,633
motorbike 0.90651,398,272,420,300
motorbike 0.78859,762,527,826,589
motorbike 0.76284,784,639,859,714
motorbike 0.75067,705,508,758,564
person 0.55115 motorbike 0.71088,958,346,988,391
car 0.70818 motorbike 0.54547,874,356,971,398
car 0.99874,280,417,437,538
car 0.96204,827,385,969,480
car 0.93885,331,252,380,295
car 0.83211,220,243,281,304
person 0.91173,691,422,738,483
person 0.90296,772,479,823,557
person 0.86925,624,506,681,603
person 0.86661,709,479,761,550
person 0.85564,426,512,510,601
person 0.71648,787,568,860,685
person 0.70190,961,337,984,374
