object_probs,left,top,right,bottom
truck 0.89886,738,399,907,526
motorbike 0.94517,196,613,312,714
motorbike 0.93037,481,635,577,719
motorbike 0.90669,397,271,420,300
motorbike 0.87191,635,582,720,665
motorbike 0.86428,576,551,641,642
motorbike 0.70943,1025,399,1064,457
car 0.99829,183,457,406,589
car 0.80870,330,250,379,293
car 0.77559,226,250,292,314
person 0.92160,494,584,568,661
person 0.78371,569,476,641,551
person 0.68576,1027,380,1065,443
person 0.59441,654,537,723,622
person 0.58969,566,493,645,614
person 0.56260,865,367,900,404
