object_probs,left,top,right,bottom
motorbike 0.95185,366,522,449,591
motorbike 0.92078,846,404,890,457
motorbike 0.91175,971,352,1006,390
motorbike 0.87561,915,349,942,380
motorbike 0.74932,911,329,945,370
motorbike 0.65066,1014,330,1044,371
car 0.99273,652,462,864,596
car 0.98968,322,395,458,500
car 0.93974,304,315,383,379
car 0.93573,334,252,384,297
car 0.65039,193,221,242,270
person 0.95877,848,383,889,446
person 0.85581,973,332,1006,367
person 0.85353,374,493,427,581
person 0.85156,911,323,947,375
