object_probs,left,top,right,bottom
motorbike 0.94847,671,500,735,567
motorbike 0.90126,798,481,848,547
motorbike 0.89649,586,461,654,527
person 0.69212 motorbike 0.86812,230,266,249,297
motorbike 0.85727,1031,395,1062,426
motorbike 0.78528,398,254,417,279
motorbike 0.77577,511,581,596,664
motorbike 0.57238,252,602,354,680
motorbike 0.51080,248,679,354,719
person 0.90479,676,460,726,535
person 0.88580,588,443,638,513
person 0.75274,813,405,862,472
person 0.73156,1030,360,1066,419
person 0.69690,520,542,591,613
