object_probs,left,top,right,bottom
motorbike 0.88432,21,623,165,718
motorbike 0.84714,349,429,393,479
motorbike 0.73057,882,445,925,499
motorbike 0.71884,229,460,274,529
motorbike 0.60500,943,348,973,380
car 0.99786,439,495,706,670
car 0.99371,302,303,384,359
car 0.96895,231,260,280,308
car 0.93234,335,253,384,297
car 0.86332,1050,336,1078,397
car 0.51265,323,234,359,257
person 0.96722,882,405,924,469
person 0.84815,943,328,974,373
person 0.84668,222,438,267,509
person 0.78835,347,401,391,457
person 0.70149,345,400,376,431
