object_probs,left,top,right,bottom
motorbike 0.97445,557,481,630,552
motorbike 0.97124,637,494,710,579
person 0.73809 motorbike 0.88344,231,269,251,299
motorbike 0.86588,778,477,829,555
motorbike 0.83781,469,623,552,686
motorbike 0.71506,199,611,321,708
person 0.53246 motorbike 0.68291,396,253,415,278
motorbike 0.61278,1016,396,1048,431
motorbike 0.52145,1017,410,1046,441
person 0.93444,563,451,617,539
person 0.88793,792,414,844,499
person 0.87354,651,473,702,560
person 0.75709,489,560,561,633
person 0.74523,1016,366,1053,423
person 0.55865,415,253,436,282
