object_probs,left,top,right,bottom
motorbike 0.86949,921,373,960,410
motorbike 0.79690,769,441,819,498
motorbike 0.76199,210,543,329,642
motorbike 0.74300,867,367,896,402
motorbike 0.71572,400,269,422,300
motorbike 0.60641,976,347,1006,388
motorbike 0.52013,865,350,896,390
car 0.99895,272,418,445,542
car 0.98990,550,499,794,643
car 0.98839,318,324,398,387
car 0.94186,331,252,383,297
car 0.85982,197,226,247,275
person 0.94158,863,340,899,397
person 0.88309,924,341,961,397
person 0.83444,773,407,820,471
person 0.64417,865,338,893,370
person 0.58309,926,341,957,370
person 0.55215,970,316,999,349
