object_probs,left,top,right,bottom
motorbike 0.92542,613,495,683,574
motorbike 0.88697,549,644,642,719
motorbike 0.83857,833,402,881,457
motorbike 0.82386,250,375,282,439
motorbike 0.71722,887,464,934,523
motorbike 0.55470,932,359,972,413
motorbike 0.54925,568,286,600,316
motorbike 0.51515,1040,334,1064,372
car 0.70349,314,250,359,278
person 0.95962,885,429,935,515
person 0.94220,1004,366,1040,431
person 0.80297,1011,308,1041,350
person 0.79565,836,384,878,448
person 0.72979,571,276,597,312
person 0.62947,560,584,641,693
person 0.62035,624,473,679,560
person 0.58389,471,668,517,719
person 0.56518,569,581,620,656
person 0.53934,880,397,923,444
person 0.52400,407,253,428,281
