object_probs,left,top,right,bottom
motorbike 0.87259,361,558,455,629
motorbike 0.83547,332,374,365,414
motorbike 0.80101,955,378,992,439
motorbike 0.73972,400,273,420,300
motorbike 0.68984,254,421,291,479
car 0.99740,564,465,818,603
car 0.97135,290,295,355,345
car 0.95370,9,645,519,719
car 0.93528,221,256,272,301
car 0.90352,336,254,384,294
car 0.71394,223,214,251,239
car 0.52672,322,234,360,258
person 0.91427,955,366,991,427
person 0.78594,1005,308,1034,354
person 0.75869,328,353,356,384
person 0.71123,366,518,446,598
person 0.67391,249,400,285,463
person 0.55268,250,398,277,430
