object_probs,left,top,right,bottom
person 0.77432 motorbike 0.82761,477,268,496,299
motorbike 0.80409,233,330,259,370
motorbike 0.75977,893,373,938,434
motorbike 0.67995,841,292,885,328
motorbike 0.65611,1010,327,1048,380
motorbike 0.62520,897,502,962,568
person 0.56093 motorbike 0.59645,727,290,761,325
person 0.62925,893,363,937,430
person 0.77214,1015,331,1042,372
motorbike 0.53355,1055,391,1075,426
motorbike 0.52569,1017,348,1042,381
car 0.82300,336,256,375,288
car 0.79532,114,569,430,716
person 0.90561,900,461,955,562
person 0.78957,846,445,893,541
person 0.72045,1052,357,1079,425
