object_probs,left,top,right,bottom
truck 0.79952,988,351,1079,565
motorbike 0.95458,737,335,773,366
person 0.63874 motorbike 0.83360,511,292,538,325
motorbike 0.74677,866,384,923,443
person 0.58524 motorbike 0.63728,492,277,519,304
motorbike 0.57355,572,292,600,314
person 0.73191 motorbike 0.51389,692,329,713,355
motorbike 0.51232,516,308,540,332
car 0.99180,598,338,737,421
car 0.94657,378,269,437,315
car 0.81670,339,260,385,299
car 0.65016,311,249,340,275
person 0.76566,740,313,764,344
person 0.58258,572,279,595,309
