object_probs,left,top,right,bottom
motorbike 0.93826,675,330,711,367
motorbike 0.87745,834,403,903,466
motorbike 0.83336,289,310,310,338
motorbike 0.79821,588,326,620,361
person 0.53758,674,319,713,369
motorbike 0.66006,260,478,294,516
person 0.68453 motorbike 0.63944,522,295,551,324
motorbike 0.59335,793,375,836,405
motorbike 0.52645,524,309,550,333
person 0.64234 motorbike 0.50513,782,341,829,393
car 0.95512,757,283,892,340
car 0.87690,352,254,411,305
car 0.71929,200,268,243,296
person 0.91822,285,294,309,329
person 0.88089,246,427,286,485
person 0.81419,841,396,893,464
person 0.79654,589,309,620,351
person 0.74233,675,317,704,350
