object_probs,left,top,right,bottom
motorbike 0.89643,557,311,580,334
motorbike 0.88289,120,563,198,633
person 0.76912 motorbike 0.87950,501,294,527,323
motorbike 0.82543,303,348,329,386
motorbike 0.78886,458,291,477,313
motorbike 0.75637,0,592,49,681
motorbike 0.68820,188,305,208,338
motorbike 0.62055,631,359,677,407
person 0.88525 motorbike 0.55591,552,293,576,323
person 0.60896,629,340,675,402
car 0.98135,625,277,753,337
car 0.87760,332,254,395,295
car 0.79899,212,271,252,292
person 0.84045,455,276,475,303
person 0.81575,616,305,657,357
person 0.79006,298,324,331,384
person 0.53235,118,540,194,616
person 0.52236,115,522,161,595
