object_probs,left,top,right,bottom
truck 0.69888,333,241,398,301
motorbike 0.81816,820,360,871,407
motorbike 0.80271,962,399,1035,456
motorbike 0.76475,251,351,276,385
person 0.67648,821,345,868,399
motorbike 0.57083,230,416,255,451
car 0.98490,401,272,478,330
car 0.60889,186,256,222,285
car 0.55256,353,247,400,300
car 0.53170,1050,271,1079,317
person 0.85195,966,369,1017,444
person 0.66545,222,380,255,443
person 0.65459,250,334,273,376
person 0.58998,533,275,554,306
person 0.56885,222,379,247,410
person 0.50548,827,339,855,367
