object_probs,left,top,right,bottom
motorbike 0.94418,914,402,982,453
motorbike 0.85452,619,328,657,365
motorbike 0.84595,525,291,549,316
motorbike 0.78628,960,382,1023,428
motorbike 0.68525,588,308,629,340
car 0.98482,740,378,916,488
car 0.97787,409,280,486,331
car 0.92628,356,262,409,308
car 0.73226,325,249,364,279
person 0.79470,969,359,1015,419
person 0.79095,927,372,953,409
person 0.73711,921,378,967,442
person 0.57940,597,295,620,320
person 0.57595,623,310,652,349
person 0.55447,527,277,546,308
