object_probs,left,top,right,bottom
motorbike 0.94964,302,536,392,614
motorbike 0.90022,889,351,923,390
motorbike 0.79103,950,366,982,403
motorbike 0.77241,813,421,860,477
motorbike 0.60567,951,349,983,386
motorbike 0.51591,401,271,421,300
person 0.56428 motorbike 0.51011,988,319,1028,377
car 0.99865,305,402,454,517
car 0.99767,612,476,831,607
car 0.95896,309,320,390,384
car 0.94197,334,252,384,297
car 0.85763,194,226,243,273
person 0.96754,888,327,925,383
person 0.92970,815,395,861,467
person 0.84268,951,338,983,369
person 0.73270,303,524,388,600
