object_probs,left,top,right,bottom
motorbike 0.94701,939,382,1007,439
motorbike 0.86009,798,372,840,410
person 0.78861 motorbike 0.84975,597,312,632,347
motorbike 0.81742,269,414,301,453
motorbike 0.77572,677,344,714,380
motorbike 0.61690,602,328,631,354
person 0.69069 motorbike 0.56648,672,321,714,374
car 0.98799,863,284,996,336
car 0.95875,366,259,426,309
car 0.83165,193,262,236,301
car 0.61397,194,254,230,280
person 0.94545,799,341,839,402
person 0.86475,943,361,989,426
person 0.83481,177,447,219,509
person 0.67951,266,385,301,444
person 0.60531,675,318,706,348
person 0.58491,803,340,831,370
