object_probs,left,top,right,bottom
motorbike 0.96937,577,476,644,552
motorbike 0.91561,697,479,750,554
motorbike 0.90915,850,471,912,525
motorbike 0.89134,930,521,986,587
motorbike 0.88334,177,627,304,715
motorbike 0.84271,399,271,421,301
motorbike 0.57666,786,443,848,503
car 0.99322,329,394,443,498
car 0.98874,0,588,162,719
car 0.95287,332,251,382,297
car 0.85114,887,356,1013,454
car 0.83780,214,238,268,296
car 0.66277,266,228,293,256
person 0.98362,858,436,907,509
person 0.96319,703,451,755,532
person 0.95063,937,468,989,562
person 0.90494,583,451,637,540
person 0.76947,796,422,844,491
person 0.73045,1027,321,1052,371
person 0.63548,773,388,819,441
