object_probs,left,top,right,bottom
motorbike 0.95309,394,535,483,617
motorbike 0.91885,330,374,360,412
motorbike 0.81398,960,378,999,438
motorbike 0.78723,399,272,420,300
motorbike 0.70780,258,432,290,475
person 0.83303 motorbike 0.52181,1007,310,1038,351
car 0.99766,580,460,822,599
car 0.98238,285,291,351,341
car 0.94152,73,631,474,719
car 0.90757,222,257,268,300
car 0.89007,336,253,385,295
car 0.68723,224,214,252,239
person 0.93006,962,362,999,426
person 0.71137,325,353,353,386
person 0.63024,253,400,291,466
person 0.58093,397,501,468,573
