object_probs,left,top,right,bottom
person 0.76601 motorbike 0.89350,498,294,520,322
motorbike 0.86305,303,348,329,390
motorbike 0.82835,187,307,212,339
motorbike 0.80245,456,291,475,313
motorbike 0.74685,619,343,663,399
person 0.89684 motorbike 0.67052,453,276,473,303
motorbike 0.66531,108,586,187,648
person 0.64452 motorbike 0.65212,542,294,567,322
car 0.97758,616,281,742,335
car 0.86108,214,271,252,293
car 0.85353,333,253,394,295
person 0.75860,301,333,327,374
person 0.66358,101,543,176,617
person 0.63232,615,319,658,376
person 0.56160,605,313,630,349
