object_probs,left,top,right,bottom
person 0.75578 motorbike 0.93284,496,293,518,321
motorbike 0.87330,304,348,329,392
motorbike 0.83718,454,291,473,313
motorbike 0.83444,615,344,658,398
motorbike 0.83406,188,308,213,339
person 0.63951 motorbike 0.77675,539,295,565,323
person 0.89528 motorbike 0.67326,450,275,472,303
motorbike 0.66304,89,537,174,654
car 0.99078,613,280,738,334
car 0.85713,334,254,394,295
car 0.84929,215,271,253,293
person 0.71600,301,334,327,373
person 0.70465,603,311,631,348
person 0.66075,606,310,647,359
