object_probs,left,top,right,bottom
motorbike 0.87594,582,519,656,589
motorbike 0.78119,558,287,586,315
motorbike 0.78049,815,420,863,470
motorbike 0.77100,519,646,614,719
person 0.68505 motorbike 0.72141,402,253,417,278
motorbike 0.69618,855,457,924,528
motorbike 0.65590,983,410,1023,447
motorbike 0.56036,1022,353,1048,388
motorbike 0.55383,927,372,958,410
motorbike 0.54661,248,379,281,446
car 0.59494,313,247,359,277
person 0.93108,984,378,1025,440
person 0.90835,871,430,924,521
person 0.81006,560,276,584,310
person 0.77520,857,405,900,456
person 0.72115,533,600,603,674
person 0.66324,997,310,1028,350
person 0.53707,822,395,853,429
person 0.53152,918,355,943,383
