object_probs,left,top,right,bottom
motorbike 0.87660,572,615,662,704
motorbike 0.77871,775,379,819,437
person 0.51048 motorbike 0.69058,399,271,421,301
motorbike 0.60629,1055,328,1073,357
motorbike 0.60286,13,573,188,674
person 0.57209,576,568,657,687
motorbike 0.54800,776,409,815,442
car 0.99712,929,368,1055,457
car 0.99020,358,330,440,403
car 0.98267,252,281,313,332
car 0.93242,333,252,383,298
car 0.86206,5,653,382,717
person 0.87602,777,367,817,427
person 0.86238,582,558,637,644
person 0.65674,1054,313,1074,355
