object_probs,left,top,right,bottom
traffic light 0.82381,166,286,183,318
motorbike 0.96171,555,310,585,344
person 0.59752 motorbike 0.94812,496,292,523,323
motorbike 0.89007,753,385,815,443
motorbike 0.78610,631,326,660,360
person 0.52720 motorbike 0.72246,293,311,317,349
motorbike 0.67131,722,353,762,388
motorbike 0.58762,627,312,657,348
motorbike 0.57770,231,486,273,547
car 0.97927,716,284,846,338
car 0.92691,349,256,405,300
car 0.65751,204,269,243,290
person 0.91374,721,324,765,377
person 0.88532,223,462,266,523
person 0.86980,630,311,660,351
person 0.80613,758,361,806,426
person 0.77564,555,299,581,326
