object_probs,left,top,right,bottom
motorbike 0.87000,997,421,1064,479
motorbike 0.86022,803,361,852,411
motorbike 0.85767,264,372,290,412
motorbike 0.75350,704,348,741,378
motorbike 0.75158,700,331,741,370
motorbike 0.70949,253,268,270,295
person 0.79212,702,324,743,372
car 0.98815,381,267,452,320
car 0.70619,967,275,1079,331
person 0.92576,1003,388,1054,472
person 0.92078,804,345,850,404
person 0.87744,211,405,249,474
person 0.76313,261,353,288,394
person 0.75738,476,268,495,300
person 0.52027,252,255,267,285
