object_probs,left,top,right,bottom
traffic light 0.75516,163,284,180,315
motorbike 0.96890,653,331,689,366
motorbike 0.93061,796,404,861,459
person 0.66023 motorbike 0.92022,570,312,605,348
motorbike 0.91837,289,310,312,343
person 0.82619 motorbike 0.90767,510,293,541,324
motorbike 0.84337,243,463,283,526
motorbike 0.75656,755,341,804,390
motorbike 0.55504,517,308,540,332
car 0.97211,737,284,871,338
car 0.94692,350,252,409,305
car 0.58588,202,268,243,293
person 0.97074,240,441,279,507
person 0.91017,801,371,852,447
person 0.86072,287,295,311,328
person 0.84355,654,313,684,350
person 0.77013,754,329,799,380
person 0.63496,575,300,600,323
