object_probs,left,top,right,bottom
motorbike 0.96675,516,614,632,711
motorbike 0.92465,947,456,998,532
motorbike 0.91019,879,463,927,524
motorbike 0.90526,230,329,256,365
motorbike 0.84973,931,358,972,415
motorbike 0.84043,1041,329,1065,367
person 0.61992 motorbike 0.61048,761,292,798,325
person 0.65336 motorbike 0.50921,492,269,514,302
car 0.92343,179,553,470,710
car 0.77969,335,258,378,290
person 0.98028,883,424,927,495
person 0.96706,949,433,996,518
person 0.87366,932,345,971,407
person 0.76613,526,591,612,698
person 0.53390,1043,316,1064,350
