object_probs,left,top,right,bottom
motorbike 0.96522,878,423,952,487
motorbike 0.95486,540,310,569,337
motorbike 0.93535,601,329,638,362
motorbike 0.85927,701,345,733,379
person 0.58317,698,331,733,369
motorbike 0.76514,259,442,295,502
motorbike 0.76231,815,366,866,408
motorbike 0.67029,696,322,735,374
person 0.77099 motorbike 0.52876,282,292,307,328
car 0.95062,779,283,912,339
car 0.87516,353,256,415,305
car 0.73042,200,268,242,298
car 0.52051,200,262,234,282
person 0.91406,255,419,292,490
person 0.86288,537,295,566,324
person 0.76996,882,392,931,468
person 0.76941,603,311,634,347
person 0.70969,699,317,726,348
person 0.70931,815,345,862,398
person 0.51978,822,355,856,384
