object_probs,left,top,right,bottom
motorbike 0.96885,726,460,779,528
motorbike 0.95456,978,487,1030,547
motorbike 0.88332,631,460,683,525
motorbike 0.83134,281,620,400,700
motorbike 0.77866,399,271,421,302
motorbike 0.77000,892,441,944,503
motorbike 0.69992,1054,328,1073,359
car 0.97242,339,371,443,481
car 0.95237,0,567,227,711
car 0.94214,913,358,1026,436
car 0.93784,333,251,383,297
car 0.82315,213,236,265,295
car 0.74022,951,325,1022,368
car 0.54611,268,228,294,258
person 0.97810,730,433,781,509
person 0.96600,899,421,942,488
person 0.96286,984,440,1030,513
person 0.94231,632,435,683,513
person 0.91718,1054,312,1074,358
person 0.70722,831,420,876,483
person 0.59657,807,376,839,410
person 0.50029,800,380,843,437
