object_probs,left,top,right,bottom
motorbike 0.82547,761,443,812,501
motorbike 0.79971,915,359,959,412
motorbike 0.77332,203,581,306,651
motorbike 0.71330,400,267,422,300
motorbike 0.70334,862,368,893,403
motorbike 0.70130,977,347,1006,390
car 0.99883,267,418,441,544
car 0.98421,320,324,400,387
car 0.98218,544,499,791,648
car 0.93742,331,251,383,297
car 0.83451,197,225,247,275
person 0.96397,859,340,895,398
person 0.96207,918,343,958,400
person 0.90391,762,414,812,493
person 0.64480,863,338,890,370
person 0.59703,965,322,1003,384
person 0.55718,212,537,264,625
