object_probs,left,top,right,bottom
motorbike 0.87945,629,517,702,589
person 0.73075 motorbike 0.85573,232,270,252,300
motorbike 0.81562,547,479,622,550
motorbike 0.81413,764,499,828,564
person 0.54275 motorbike 0.74509,395,253,415,278
motorbike 0.74144,1014,412,1043,442
motorbike 0.68449,460,623,550,692
motorbike 0.60222,181,612,303,709
person 0.86344,549,459,598,534
person 0.80268,639,475,697,561
person 0.74120,474,565,545,633
person 0.72202,1017,375,1047,409
person 0.67626,789,417,838,498
person 0.62385,567,457,618,537
person 0.61492,414,253,434,283
