object_probs,left,top,right,bottom
motorbike 0.92368,663,437,718,505
motorbike 0.90352,117,619,244,707
motorbike 0.83100,274,323,300,363
motorbike 0.78481,261,391,290,427
motorbike 0.76888,399,271,420,301
motorbike 0.74306,1034,346,1062,390
motorbike 0.58684,256,364,290,424
car 0.99908,714,417,908,535
car 0.98692,213,247,252,280
car 0.98380,393,529,697,710
car 0.93330,271,280,325,323
car 0.87426,333,253,383,296
person 0.71845,259,371,287,413
person 0.65011,1034,334,1063,373
person 0.57419,663,418,716,489
person 0.52606,128,582,180,665
