object_probs,left,top,right,bottom
motorbike 0.86785,68,625,211,711
motorbike 0.83966,891,412,938,487
person 0.78957 motorbike 0.82055,950,331,982,370
motorbike 0.77713,235,464,278,522
motorbike 0.75209,351,432,389,469
car 0.99640,460,494,717,661
car 0.99121,300,300,381,358
car 0.97502,229,260,278,308
car 0.91924,335,253,384,296
car 0.78955,1056,342,1079,395
car 0.52967,322,234,360,258
person 0.95175,891,399,933,472
person 0.75407,349,403,391,459
person 0.72138,231,436,274,511
person 0.64896,344,395,380,428
person 0.54902,84,601,138,689
