object_probs,left,top,right,bottom
motorbike 0.90371,848,383,904,431
motorbike 0.82034,11,581,138,684
motorbike 0.80781,1025,400,1076,449
person 0.69993 motorbike 0.63762,694,315,729,350
motorbike 0.62447,191,479,258,549
motorbike 0.55254,700,332,734,354
motorbike 0.51777,207,501,256,560
car 0.99068,485,300,584,372
car 0.98675,418,276,480,326
car 0.82170,634,344,792,448
car 0.72541,247,288,310,354
person 0.83512,1027,367,1073,426
person 0.81956,852,355,903,425
person 0.76854,193,461,239,532
person 0.59799,860,355,892,390
person 0.55579,30,556,115,635
