object_probs,left,top,right,bottom
motorbike 0.88037,970,372,999,412
person 0.79300 motorbike 0.87593,476,273,498,301
motorbike 0.86197,888,401,930,455
motorbike 0.83584,1034,372,1068,410
motorbike 0.76998,780,479,842,543
motorbike 0.73617,537,287,569,316
motorbike 0.71863,727,441,780,498
motorbike 0.56769,567,566,631,631
motorbike 0.50881,632,550,709,643
car 0.62358,305,249,341,274
person 0.91475,889,382,928,447
person 0.87758,580,505,640,605
person 0.87646,970,346,1005,405
person 0.86425,789,441,839,518
person 0.79332,633,530,706,647
person 0.78103,539,273,565,308
person 0.76723,183,651,225,719
person 0.75979,215,643,256,716
person 0.73660,177,460,219,533
person 0.70899,881,344,920,398
person 0.64998,1032,340,1069,401
person 0.58393,728,420,780,487
person 0.57528,1035,332,1061,366
