object_probs,left,top,right,bottom
motorbike 0.93836,515,499,596,565
motorbike 0.92485,307,352,336,390
motorbike 0.77650,993,359,1029,417
motorbike 0.77054,261,413,291,455
motorbike 0.76703,399,273,420,302
person 0.75398 motorbike 0.65810,1041,304,1066,344
car 0.99865,644,437,860,578
car 0.98453,225,595,574,713
car 0.97084,278,289,340,335
car 0.97014,218,251,258,286
car 0.82725,335,253,384,297
car 0.66964,224,215,252,240
car 0.54930,267,230,300,257
person 0.88180,256,380,291,446
person 0.87674,525,457,574,536
person 0.85221,993,347,1029,404
person 0.52413,257,378,287,412
