object_probs,left,top,right,bottom
motorbike 0.86364,842,373,876,412
motorbike 0.81209,137,577,260,667
motorbike 0.77640,723,461,782,519
motorbike 0.74426,399,267,422,301
motorbike 0.62610,896,388,938,426
motorbike 0.53005,1064,324,1078,361
car 0.99811,241,431,434,559
car 0.98987,489,521,746,661
car 0.96456,325,333,407,400
car 0.94059,331,251,383,297
car 0.89651,197,225,247,276
person 0.95948,841,346,877,406
person 0.91351,896,357,939,416
person 0.87805,732,421,781,496
person 0.77464,903,355,937,391
person 0.61841,949,331,978,365
person 0.58537,150,557,198,647
person 0.51952,948,320,975,348
