object_probs,left,top,right,bottom
motorbike 0.85964,348,428,393,480
motorbike 0.84627,876,440,921,502
motorbike 0.77292,222,455,269,529
motorbike 0.73207,2,622,146,717
motorbike 0.61267,938,350,966,378
car 0.99743,431,496,701,674
car 0.99389,303,303,387,361
car 0.96490,231,260,280,309
car 0.91741,335,253,384,296
car 0.90518,1048,336,1078,398
person 0.93705,878,405,921,469
person 0.93658,220,438,265,510
person 0.77951,346,403,389,458
person 0.73575,936,332,968,370
person 0.63643,345,401,376,431
