object_probs,left,top,right,bottom
person 0.64022 motorbike 0.92670,438,274,458,300
motorbike 0.92028,477,292,499,319
motorbike 0.90834,514,293,537,320
motorbike 0.84212,3,577,98,703
person 0.54447 motorbike 0.82577,201,310,225,347
motorbike 0.72106,577,345,613,383
motorbike 0.64313,305,370,331,413
motorbike 0.54447,570,317,613,379
car 0.96567,575,278,695,332
car 0.91836,331,252,391,297
car 0.84140,217,275,258,298
person 0.74201,568,302,607,363
person 0.57384,514,280,533,304
person 0.55028,563,299,585,326
person 0.54429,478,280,496,302
