object_probs,left,top,right,bottom
motorbike 0.93485,381,536,469,619
motorbike 0.91451,332,375,364,413
motorbike 0.79586,399,273,420,300
motorbike 0.75415,958,375,997,440
motorbike 0.68060,254,420,292,476
car 0.99769,575,460,823,603
car 0.97652,285,291,353,341
car 0.95930,41,638,497,719
car 0.94144,221,257,270,300
car 0.89733,336,254,385,295
car 0.69627,224,213,252,239
person 0.93581,1004,310,1037,353
person 0.90076,960,363,996,430
person 0.74712,326,353,354,386
person 0.69573,253,401,290,467
person 0.55071,380,514,467,599
