object_probs,left,top,right,bottom
traffic light 0.71632,164,285,181,315
motorbike 0.96191,643,330,677,361
motorbike 0.84923,782,402,841,455
person 0.66230 motorbike 0.83656,562,309,595,344
motorbike 0.79328,503,294,530,322
motorbike 0.76826,741,341,789,389
motorbike 0.71773,290,310,313,345
motorbike 0.70673,240,484,281,538
person 0.52856,508,293,535,325
motorbike 0.58953,94,538,169,611
car 0.98378,728,285,863,337
car 0.91822,350,255,406,302
car 0.55678,203,267,244,292
person 0.93733,786,368,840,449
person 0.91939,643,310,676,350
person 0.90742,233,446,275,509
person 0.87320,741,325,785,379
person 0.66272,288,296,311,327
