object_probs,left,top,right,bottom
motorbike 0.85018,612,602,702,675
motorbike 0.84768,921,444,968,503
motorbike 0.84761,671,456,737,535
motorbike 0.83415,1035,391,1064,422
motorbike 0.83132,971,372,1002,402
motorbike 0.82123,592,286,626,319
motorbike 0.79459,870,381,911,441
motorbike 0.77845,560,640,658,719
motorbike 0.74727,248,363,282,424
person 0.55917 motorbike 0.50119,416,256,433,281
car 0.73310,322,254,361,279
person 0.98344,923,411,969,493
person 0.87821,964,344,1003,398
person 0.79390,629,552,682,639
person 0.76542,556,622,634,708
person 0.75678,1033,360,1069,420
person 0.71482,924,381,965,431
person 0.57223,677,440,724,508
person 0.53279,874,372,901,412
