object_probs,left,top,right,bottom
motorbike 0.95324,405,578,502,661
motorbike 0.94149,761,445,812,502
motorbike 0.93513,1029,444,1072,501
motorbike 0.90465,940,423,985,478
motorbike 0.74904,399,270,421,301
motorbike 0.58281,832,382,879,432
motorbike 0.57152,692,439,739,495
car 0.99238,3,520,302,689
car 0.97638,351,368,432,457
car 0.97307,88,634,472,713
car 0.93879,334,251,385,297
car 0.92349,949,333,1052,414
car 0.66779,210,232,261,289
car 0.62811,268,228,294,258
person 0.95947,766,410,815,485
person 0.94796,943,400,985,465
person 0.93157,688,409,743,492
person 0.92679,1030,406,1072,472
person 0.74645,422,538,472,613
person 0.67956,870,403,909,459
person 0.63670,845,360,870,389
person 0.51092,408,540,495,648
