object_probs,left,top,right,bottom
motorbike 0.89674,518,293,545,321
motorbike 0.88195,9,576,133,688
motorbike 0.84665,482,292,505,318
motorbike 0.83092,198,308,223,346
person 0.80186 motorbike 0.78957,443,274,462,303
motorbike 0.69678,306,367,331,407
motorbike 0.68065,592,350,625,389
car 0.98746,587,277,716,333
car 0.85718,332,252,392,296
car 0.69745,216,275,256,297
car 0.57725,212,280,263,325
person 0.88560,585,315,625,383
person 0.66813,577,302,620,355
person 0.61850,304,349,329,393
person 0.57336,483,280,501,302
person 0.55941,522,280,540,304
