object_probs,left,top,right,bottom
motorbike 0.97283,989,439,1035,509
motorbike 0.95728,911,441,953,502
motorbike 0.93143,599,570,712,684
motorbike 0.87949,228,330,251,358
motorbike 0.78994,1062,328,1078,360
person 0.53107 motorbike 0.73334,795,289,832,326
motorbike 0.70877,902,292,944,325
person 0.70673,1060,310,1078,355
motorbike 0.54420,966,370,1000,405
person 0.75715 motorbike 0.53483,965,344,1003,398
car 0.80407,257,519,528,708
car 0.70859,333,257,380,289
person 0.98708,990,411,1035,497
person 0.94888,225,312,250,349
person 0.89862,912,413,952,491
person 0.74776,612,551,695,657
person 0.65760,511,270,535,303
person 0.61811,969,339,996,367
