object_probs,left,top,right,bottom
motorbike 0.94537,715,484,775,542
motorbike 0.93791,830,460,883,525
motorbike 0.89974,632,467,694,521
motorbike 0.77618,229,266,246,294
motorbike 0.71766,570,563,651,632
motorbike 0.71488,314,645,411,719
motorbike 0.60702,147,675,241,718
motorbike 0.50463,1057,372,1075,412
person 0.94528,841,397,890,473
person 0.92485,720,443,767,512
person 0.91005,632,433,683,509
person 0.76308,578,519,648,593
person 0.69833,75,642,154,719
person 0.54820,316,622,403,705
person 0.52673,228,259,245,287
