object_probs,left,top,right,bottom
motorbike 0.95457,903,419,949,483
motorbike 0.95072,239,605,380,718
motorbike 0.89253,807,436,859,497
motorbike 0.86046,468,616,577,696
motorbike 0.77835,692,505,756,569
motorbike 0.62311,452,551,494,613
person 0.96094,909,374,954,448
person 0.95289,810,404,857,472
person 0.95227,142,656,212,719
person 0.83076,222,249,239,286
person 0.68900,720,401,765,463
person 0.58970,483,556,564,646
person 0.53416,265,581,348,700
person 0.51166,697,469,745,562
person 0.50924,453,509,528,564
