object_probs,left,top,right,bottom
motorbike 0.96604,595,558,668,645
motorbike 0.89294,399,272,420,300
motorbike 0.83025,395,554,487,639
motorbike 0.80817,679,492,746,574
motorbike 0.67962,741,546,812,605
motorbike 0.61392,754,649,836,718
motorbike 0.50595,857,364,956,407
car 0.99682,263,428,440,547
car 0.92034,331,252,380,295
car 0.91128,813,397,962,496
car 0.79441,222,244,282,304
person 0.93688,606,517,662,598
person 0.88233,674,427,723,489
person 0.83376,947,347,974,392
person 0.81168,753,488,806,576
person 0.57127,688,482,743,555
person 0.54281,391,530,472,619
person 0.51775,947,339,971,371
