object_probs,left,top,right,bottom
motorbike 0.95479,553,535,635,622
motorbike 0.85929,480,522,552,590
motorbike 0.85160,712,518,778,593
motorbike 0.81194,370,648,470,717
motorbike 0.76083,974,434,1006,469
motorbike 0.71251,82,629,219,719
motorbike 0.58965,395,253,416,279
person 0.76361 motorbike 0.50041,236,273,256,304
person 0.86097,485,482,534,559
person 0.82072,735,432,788,522
person 0.75536,974,400,1014,459
person 0.75089,566,504,617,574
person 0.57806,554,502,629,610
person 0.52586,380,605,427,678
