object_probs,left,top,right,bottom
person 0.51137 traffic light 0.59970,168,289,185,319
motorbike 0.93748,549,311,578,345
person 0.76514 motorbike 0.93717,490,288,517,324
motorbike 0.83847,623,327,650,356
person 0.88057,621,312,651,349
motorbike 0.79838,744,383,796,442
person 0.53618 motorbike 0.77419,293,312,318,349
motorbike 0.70978,225,505,267,558
motorbike 0.64541,65,554,149,633
car 0.94240,710,282,836,337
car 0.92840,348,256,405,300
car 0.71923,204,268,244,290
person 0.95085,217,462,260,528
person 0.82127,741,359,790,426
person 0.62991,711,324,756,375
person 0.55578,553,297,575,325
