object_probs,left,top,right,bottom
motorbike 0.91523,6,609,137,710
motorbike 0.90228,654,474,720,553
motorbike 0.89168,803,376,845,434
motorbike 0.82013,913,353,943,392
motorbike 0.68594,858,379,905,436
motorbike 0.55189,398,268,421,301
car 0.99434,393,545,687,718
car 0.99325,179,449,414,595
car 0.96556,335,339,418,414
car 0.94600,333,251,383,298
car 0.77456,202,224,251,280
car 0.62767,266,230,298,260
person 0.97562,804,364,844,426
person 0.94904,860,368,903,424
person 0.85238,18,587,102,698
person 0.69805,915,330,943,367
person 0.58300,939,358,974,412
