object_probs,left,top,right,bottom
traffic light 0.81749,125,267,142,295
truck 0.65300,312,228,377,294
motorbike 0.95681,882,382,932,437
motorbike 0.89513,730,344,777,392
motorbike 0.88404,642,330,680,362
motorbike 0.84194,1045,390,1078,465
motorbike 0.76272,269,393,299,433
car 0.98085,907,281,1037,333
car 0.98023,372,265,436,312
car 0.73387,187,267,234,298
person 0.94779,884,360,929,426
person 0.92613,198,430,236,508
person 0.84411,732,326,773,382
person 0.72884,267,372,295,413
person 0.66901,644,313,675,346
