object_probs,left,top,right,bottom
motorbike 0.91249,346,446,391,503
motorbike 0.84453,849,430,899,509
motorbike 0.78006,213,484,260,547
motorbike 0.62858,921,347,951,386
motorbike 0.50576,399,270,420,299
car 0.99311,308,304,392,366
car 0.98869,379,521,667,685
car 0.97334,1028,334,1079,410
car 0.97307,235,263,284,310
car 0.92215,336,253,384,296
person 0.92501,851,418,898,496
person 0.89665,333,417,357,457
person 0.84309,344,421,385,489
person 0.72406,918,327,955,383
person 0.69009,208,455,257,532
person 0.60187,202,449,246,505
