object_probs,left,top,right,bottom
motorbike 0.95671,945,440,1030,505
motorbike 0.95141,560,309,594,342
motorbike 0.94943,734,354,775,390
motorbike 0.93626,629,333,669,369
motorbike 0.88916,860,367,919,417
motorbike 0.65085,263,420,301,482
car 0.98254,810,286,947,339
car 0.84306,196,264,241,300
car 0.82457,357,258,419,306
person 0.92873,261,404,297,465
person 0.92668,734,327,773,383
person 0.80112,628,307,668,361
person 0.75947,861,348,907,400
person 0.74314,961,408,1012,493
person 0.73792,156,468,201,532
person 0.64836,561,299,587,324
person 0.64774,277,291,296,322
