object_probs,left,top,right,bottom
motorbike 0.92093,694,517,766,588
motorbike 0.89717,118,521,189,593
motorbike 0.85012,650,466,711,525
person 0.54851 motorbike 0.83238,456,270,478,297
motorbike 0.79655,922,379,964,436
motorbike 0.78942,837,415,880,486
motorbike 0.77421,996,382,1035,434
motorbike 0.71265,492,611,613,709
motorbike 0.66474,439,620,526,691
motorbike 0.62201,504,520,591,597
person 0.75193 motorbike 0.50787,509,269,536,306
person 0.98139,924,362,963,425
person 0.93436,703,472,763,566
person 0.89758,838,360,878,420
person 0.89179,840,397,879,476
person 0.88523,995,342,1033,401
person 0.86543,463,547,518,644
person 0.81804,653,442,701,511
person 0.72260,519,581,599,701
person 0.65099,492,506,569,575
person 0.64587,117,503,186,572
