object_probs,left,top,right,bottom
motorbike 0.95262,729,462,792,530
motorbike 0.90318,642,441,709,508
motorbike 0.80966,843,464,890,521
motorbike 0.80743,340,644,433,719
motorbike 0.68189,592,539,670,619
person 0.58549 motorbike 0.65339,410,254,430,282
motorbike 0.64392,435,266,457,295
motorbike 0.59357,1063,370,1078,405
motorbike 0.55879,176,654,260,719
motorbike 0.53142,125,636,219,719
motorbike 0.51615,1064,344,1078,396
person 0.96035,737,436,785,514
person 0.93071,649,419,699,495
person 0.80278,343,615,429,706
person 0.76022,226,256,244,289
person 0.74693,855,395,903,470
person 0.65561,600,507,666,571
person 0.62865,847,414,892,497
person 0.57937,117,627,194,705
person 0.52861,433,254,454,285
