object_probs,left,top,right,bottom
motorbike 0.92097,577,486,647,539
motorbike 0.80337,258,378,291,441
motorbike 0.75953,1009,371,1041,409
motorbike 0.74766,292,334,320,372
motorbike 0.74112,399,272,420,302
motorbike 0.50842,582,451,639,529
car 0.99888,673,428,881,554
car 0.99424,290,573,622,711
car 0.97460,216,250,255,283
car 0.93112,274,285,334,332
car 0.84866,336,253,385,296
car 0.57490,225,214,252,238
car 0.50873,267,231,298,257
person 0.94912,585,439,635,515
person 0.85539,1008,343,1044,403
person 0.85059,256,369,290,425
